"","id","finish_date","year","street_number","street","cross_street","year_installed","material","diameter","leak_type","lon","lat","city","agency"
"1909",1957,"2012-05-18",2012,1403,"GLENDALE AVE","LA LOMA AVE",1940,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.254341856513,37.8844668586691,"BERKELEY","EBMUD"
"1910",1958,"2014-03-05",2014,1333,"GRANT ST","ROSE ST",1935,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.276310534414,37.8818560983123,"BERKELEY","EBMUD"
"1911",1959,"2014-03-26",2014,1333,"GRANT ST","ROSE ST",1935,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.276310534414,37.8818560983123,"BERKELEY","EBMUD"
"1912",1960,"2012-01-05",2012,1645,"GRANT ST","VIRGINIA",1933,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.275683564019,37.8759297734865,"BERKELEY","EBMUD"
"1913",1961,"2014-08-16",2014,2223,"GRANT ST","ALLSTON WAY",1933,"CAST IRON","12","LONGITUDINAL SPLIT",-122.274759085605,37.8677006259456,"BERKELEY","EBMUD"
"1914",1962,"2011-06-22",2011,2740,"GRANT ST","GRANT ST",1931,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.273318660352,37.8580234179741,"BERKELEY","EBMUD"
"1915",1963,"2013-11-26",2013,1022,"GRIZZLY PEAK BL","GRIZZLY PEAK BLVD",1957,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.2587828504,37.8941820030757,"BERKELEY","EBMUD"
"1916",1964,"2010-04-15",2010,1210,"GRIZZLY PEAK BL","SHASTA RD",1957,"CAST IRON","8","LONGITUDINAL SPLIT",-122.252214339067,37.8896211030976,"BERKELEY","EBMUD"
"1917",1965,"2011-09-05",2011,1266,"GRIZZLY PEAK BL","ARCADE AVE",1957,"CAST IRON","8","LONGITUDINAL SPLIT",-122.251837007252,37.8877314449593,"BERKELEY","EBMUD"
"1918",1966,"2013-10-01",2013,1350,"GRIZZLY PEAK BL","HILL RD",1933,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.249873586261,37.8858927496407,"BERKELEY","EBMUD"
"1919",1967,"2013-08-01",2013,1419,"GRIZZLY PEAK BL","AVENIDAS DR",1933,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.247672423058,37.8844036275592,"BERKELEY","EBMUD"
"1920",1968,"2011-01-12",2011,3041,"HALCYON CT","WEBSTER ST",1931,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.260858276641,37.8545648589925,"BERKELEY","EBMUD"
"1921",1969,"2014-12-31",2014,915,"HEARST AVE","8TH ST",1940,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.296439586091,37.8697351641828,"BERKELEY","EBMUD"
"1922",1970,"2013-12-13",2013,917,"HEARST AVE","8TH ST",1940,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.296322351555,37.8697589209885,"BERKELEY","EBMUD"
"1923",1971,"2010-06-10",2010,931,"HEARST AVE","8TH ST",1940,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.295601624157,37.8699017226009,"BERKELEY","EBMUD"
"1924",1972,"2012-08-09",2012,1000,"HEARST AVE","9TH ST",1953,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.294635988114,37.8698037773898,"BERKELEY","EBMUD"
"1925",1973,"2014-06-05",2014,1039,"HEARST AVE","10TH ST",1940,"CAST IRON","6","LONGITUDINAL SPLIT",-122.293194760051,37.870386003602,"BERKELEY","EBMUD"
"1926",1974,"2013-04-27",2013,1347,"HEARST AVE","FRANKLIN ST",1940,"CAST IRON","6","LONGITUDINAL SPLIT",-122.28605864757,37.8714692051719,"BERKELEY","EBMUD"
"1927",1975,"2013-12-12",2013,1400,"HEARST AVE","ACTON ST",1940,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.284341328653,37.8715253689462,"BERKELEY","EBMUD"
"1928",1976,"2013-01-14",2013,2005,"HEARST AVE","MILVIA ST",1930,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.270647485378,37.8738518931039,"BERKELEY","EBMUD"
"1929",1977,"2014-10-20",2014,2700,"HEARST AVE","GAYLEY RD",1965,"STEEL","16","LARGE BLOWOUT HOLE > 1""",-122.255480066156,37.8755916874258,"BERKELEY","EBMUD"
"1930",1978,"2014-06-14",2014,2701,"HEARST AVE","LA LOMA AVE",1965,"STEEL","8","LARGE BLOWOUT HOLE > 1""",-122.256812606433,37.8755251864709,"BERKELEY","EBMUD"
"1931",1979,"2013-02-25",2013,NA,"HEARST AVE","5TH ST",1936,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.299244268142,37.8690826985206,"BERKELEY","EBMUD"
"1932",1980,"2014-12-01",2014,729,"HEINZ AVE","5TH ST",1917,"CAST IRON","6","LONGITUDINAL SPLIT",-122.294931419134,37.8529340623458,"BERKELEY","EBMUD"
"1933",1981,"2014-04-23",2014,2600,"HILGARD AVE","LE ROY",1925,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.258844579551,37.8787992989963,"BERKELEY","EBMUD"
"1934",1982,"2011-05-03",2011,2709,"HILGARD AVE","LA VEREDA RD",1923,"STEEL","1","SMALL BLOWOUT HOLE <= 1""",-122.256872437029,37.8792241714286,"BERKELEY","EBMUD"
"1935",1983,"2014-07-29",2014,NA,"HILGARD AVE","LA VEREDA RD",1923,"STEEL","1","LARGE BLOWOUT HOLE > 1""",-122.256414839865,37.8792172407805,"BERKELEY","EBMUD"
"1936",1984,"2013-12-15",2013,2514,"HILL CT","EUCLID AVE",1990,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.260593427701,37.8799186488961,"BERKELEY","EBMUD"
"1937",1985,"2014-09-25",2014,2515,"HILL CT","EUCLID",1936,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.260584716337,37.8801357721074,"BERKELEY","EBMUD"
"1938",1986,"2014-10-29",2014,2515,"HILL CT","EUCLID",1931,"NON METALLIC / PLASTIC","2","SMALL BLOWOUT HOLE <= 1""",-122.260584716337,37.8801357721074,"BERKELEY","EBMUD"
"1939",1987,"2014-10-30",2014,2521,"HILL CT","EUCLID AVE",1936,"CAST IRON","4","JOINT FAILURE",-122.26028621974,37.8799699207859,"BERKELEY","EBMUD"
"1940",1988,"2011-11-29",2011,35,"HILLCREST RD","CLAREMONT",1933,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.247898460984,37.8526505750637,"BERKELEY","EBMUD"
"1941",1989,"2010-01-09",2010,40,"HILLCREST RD","CLAREMONT AVE",1933,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.247758427261,37.8524411465106,"BERKELEY","EBMUD"
"1942",1990,"2014-09-24",2014,92,"HILLCREST RD","THE STEPS",1932,"CAST IRON","4","LONGITUDINAL SPLIT",-122.247035347489,37.8523337324993,"BERKELEY","EBMUD"
"1943",1991,"2011-12-24",2011,696,"HILLDALE AVE","GRIZZLEY PEAK",1925,"CAST IRON","4","SMALL BLOWOUT HOLE <= 1""",-122.267073998194,37.8988486435445,"BERKELEY","EBMUD"
"1944",1992,"2013-12-30",2013,698,"HILLDALE AVE","HALKIN WALK",1940,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.266208443682,37.8987462187519,"BERKELEY","EBMUD"
"1945",1993,"2011-01-04",2011,750,"HILLDALE AVE","POPLAR ST",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.265087673742,37.8976779991005,"BERKELEY","EBMUD"
"1946",1994,"2011-12-26",2011,770,"HILLDALE AVE","GRIZZLY PEAK BL",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.264722350175,37.8973291247747,"BERKELEY","EBMUD"
"1947",1995,"2010-11-30",2010,777,"HILLDALE AVE","BONNIE LN",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.264453323083,37.8972397523411,"BERKELEY","EBMUD"
"1948",1996,"2013-01-15",2013,1124,"HILLVIEW RD","GRIZZLY PEAK",1946,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.251792136453,37.8930250813788,"BERKELEY","EBMUD"
"1949",1997,"2013-07-23",2013,1632,"HOPKINS ST","CARLOTTA AVE",1939,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.279903872111,37.8822717204153,"BERKELEY","EBMUD"
"1950",1998,"2012-01-24",2012,1745,"HOPKINS ST","COLUSA",1925,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.277652042503,37.8838959926359,"BERKELEY","EBMUD"
"1951",1999,"2014-11-08",2014,2413,"JEFFERSON AVE","CHANNING WAY",1960,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.277776195988,37.8639059233731,"BERKELEY","EBMUD"
"1952",2000,"2010-02-18",2010,1242,"JOSEPHINE ST","JOSEPHINE ST",1912,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.275529007728,37.8832302364387,"BERKELEY","EBMUD"
"1953",2001,"2014-03-26",2014,1337,"JOSEPHINE ST","ROSE STREET",1912,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.275171044307,37.8818842099736,"BERKELEY","EBMUD"
"1954",2002,"2010-08-19",2010,1630,"JOSEPHINE ST","VIRGINIA ST",1930,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.27480199451,37.8764511700554,"BERKELEY","EBMUD"
"1955",2003,"2014-08-04",2014,1635,"JOSEPHINE ST","VIRGINIA ST",1930,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.274590228451,37.8764351235529,"BERKELEY","EBMUD"
"1956",2004,"2013-02-19",2013,1556,"JUANITA WAY","CEDAR ST",1941,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.286769644532,37.876534482385,"BERKELEY","EBMUD"
"1957",2005,"2010-11-16",2010,1569,"JUANITA WAY","CEDAR ST",1941,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.286616923379,37.8763802261362,"BERKELEY","EBMUD"
"1958",2006,"2012-11-25",2012,1321,"KAINS AVE","GILMAN AVE",1949,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.294547177647,37.8798885255267,"BERKELEY","EBMUD"
"1959",2007,"2010-12-24",2010,922,"KEELER AVE","GRIZZLY PEAK BLVD",1936,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.262158309886,37.8960571872329,"BERKELEY","EBMUD"
"1960",2008,"2013-05-03",2013,922,"KEELER AVE","FOREST LN",1936,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.262158309886,37.8960571872329,"BERKELEY","EBMUD"
"1961",2009,"2011-12-11",2011,1045,"KEELER AVE","POPPY LN",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.260211136393,37.892292952066,"BERKELEY","EBMUD"
"1962",2010,"2012-02-11",2012,NA,"KEITH AVE","EUCLID AVE",1983,"STEEL","16","FULL CIRCUMFERENCE BREAK",-122.263223233884,37.890547812624,"BERKELEY","EBMUD"
"1963",2011,"2013-07-17",2013,1688,"LA LOMA AVE","VIRGINIA ST",1910,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.257179998726,37.8784560011155,"BERKELEY","EBMUD"
"1964",2012,"2013-10-31",2013,NA,"LA LOMA AVE","VIRGINIA ST",1937,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.257019107176,37.8782468938902,"BERKELEY","EBMUD"
"1965",2013,"2011-10-19",2011,1550,"LA VEREDA RD","LA LOMA AVE",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.25778506631,37.8804466359014,"BERKELEY","EBMUD"
"1966",2014,"2011-05-24",2011,1551,"LA VEREDA RD","LA LOMA AVE",1929,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.257644462978,37.8805091560054,"BERKELEY","EBMUD"
"1967",2015,"2013-12-09",2013,1570,"LA VEREDA RD","LA LOMA AVE",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.257046142982,37.8804136781546,"BERKELEY","EBMUD"
"1968",2016,"2011-12-24",2011,1595,"LA VEREDA RD","CEDAR ST",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.256748322857,37.8801296976767,"BERKELEY","EBMUD"
"1969",2017,"2014-07-31",2014,1611,"LA VEREDA RD","HILLGARD",1929,"CAST IRON","6","LONGITUDINAL SPLIT",-122.256498699334,37.8796856884848,"BERKELEY","EBMUD"
"1970",2018,"2011-12-23",2011,1615,"LA VEREDA RD","HILGARD AVE",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.256464402476,37.879554354315,"BERKELEY","EBMUD"
"1971",2019,"2012-10-25",2012,2540,"LE CONTE AVE","EUCLID AVE",1950,"CAST IRON","4","LONGITUDINAL SPLIT",-122.259677722248,37.8769603034834,"BERKELEY","EBMUD"
"1972",2020,"2014-01-21",2014,2907,"LORINA ST","RUSSELL ST",1960,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.265616174441,37.8565209513375,"BERKELEY","EBMUD"
"1973",2021,"2014-03-03",2014,1327,"M L KING JR WAY","ROSE ST",1949,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.274063351541,37.8822277103265,"BERKELEY","EBMUD"
"1974",2022,"2014-12-12",2014,1331,"M L KING JR WAY","ROSE ST",1949,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.274050595719,37.8821290185775,"BERKELEY","EBMUD"
"1975",2023,"2014-06-18",2014,3007,"MABEL ST","ASHBY AVE",1929,"CAST IRON","6","LONGITUDINAL SPLIT",-122.283511626653,37.852425846358,"BERKELEY","EBMUD"
"1976",2024,"2013-12-11",2013,3018,"MABEL ST","CARRISON STREET",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.28365446279,37.8521709858303,"BERKELEY","EBMUD"
"1977",2025,"2013-12-11",2013,3101,"MABEL ST","HASKELL ST",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.283071615499,37.8508366107915,"BERKELEY","EBMUD"
"1978",2026,"2010-04-19",2010,3127,"MABEL ST","67TH ST",1929,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.282821869418,37.8501014969759,"BERKELEY","EBMUD"
"1979",2027,"2012-03-18",2012,2727,"MARIN AVE","CRESTON RD",1930,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.260187979692,37.8983306377617,"BERKELEY","EBMUD"
"1980",2028,"2014-01-02",2014,1930,"MARINA BL","UNIVERSITY AVE",1965,"STEEL","12","LONGITUDINAL SPLIT",-122.312237222268,37.866785559392,"BERKELEY","EBMUD"
"1981",2029,"2011-02-19",2011,1425,"MCGEE AVE","BUENA AVE",1910,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.279410848481,37.8793428587686,"BERKELEY","EBMUD"
"1982",2030,"2012-12-14",2012,2440,"MCGEE AVE","DWIGHT WAY",1957,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.276822596213,37.8631484278868,"BERKELEY","EBMUD"
"1983",2031,"2013-10-01",2013,2606,"MCGEE AVE","PARKER ST",1933,"CAST IRON","6","LONGITUDINAL SPLIT",-122.27619985043,37.8607241546578,"BERKELEY","EBMUD"
"1984",2032,"2011-12-27",2011,2620,"MCGEE AVE","CARLETON STREET",1933,"CAST IRON","6","LONGITUDINAL SPLIT",-122.276113343938,37.8602942123289,"BERKELEY","EBMUD"
"1985",2033,"2012-02-09",2012,2620,"MCGEE AVE","CARLETON ST",1933,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.276113343938,37.8602942123289,"BERKELEY","EBMUD"
"1986",2034,"2014-11-14",2014,2709,"MCGEE AVE","DERBY ST",1933,"CAST IRON","6","SMALL BLOWOUT HOLE <= 1""",-122.275601260564,37.8588735896514,"BERKELEY","EBMUD"
"1987",2035,"2013-08-20",2013,2711,"MCGEE AVE","WARD ST",1933,"CAST IRON","6","LONGITUDINAL SPLIT",-122.275573800147,37.858739410612,"BERKELEY","EBMUD"
"1988",2036,"2014-10-29",2014,2434,"MCKINLEY AVE","DWIGHT WAY",1929,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.273436069033,37.8636635194803,"BERKELEY","EBMUD"
"1989",2037,"2011-06-09",2011,911,"MENDOCINO AVE","INDIAN ROCK PATH",1911,"CAST IRON","4","LONGITUDINAL SPLIT",-122.274727732303,37.8914605638655,"BERKELEY","EBMUD"
"1990",2038,"2011-06-11",2011,911,"MENDOCINO AVE","INDIAN ROCK PATH",1911,"CAST IRON","4","LONGITUDINAL SPLIT",-122.274727732303,37.8914605638655,"BERKELEY","EBMUD"
"1991",2039,"2012-10-12",2012,12,"MENLO PL","THOUSAND OAKS BLVD",1940,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.283076993112,37.8976496681352,"BERKELEY","EBMUD"
"1992",2040,"2010-08-25",2010,20,"MENLO PL","THOUSAND OAKS BL",1940,"CAST IRON","6","LONGITUDINAL SPLIT",-122.283160912053,37.8978241941434,"BERKELEY","EBMUD"
"1993",2041,"2011-12-29",2011,975,"MILLER AVE","POPPY LN",1933,"CAST IRON","4","LONGITUDINAL SPLIT",-122.261703299802,37.8939736988678,"BERKELEY","EBMUD"
"1994",2042,"2014-02-04",2014,1061,"MILLER AVE","LATHAM LN",1938,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.258169556992,37.8925815373822,"BERKELEY","EBMUD"
"1995",2043,"2013-01-15",2013,1107,"MILVIA ST","HOPKINS ST",1926,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.273303282725,37.8865322987517,"BERKELEY","EBMUD"
"1996",2044,"2014-06-28",2014,2246,"MILVIA ST","CHANNING WAY",1959,"ASBESTOS CEMENT","8","JOINT FAILURE",-122.270928044859,37.8654233658219,"BERKELEY","EBMUD"
"1997",2045,"2010-10-15",2010,2450,"MILVIA ST","DWIGHT WAY",1952,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.269980677164,37.8640531938203,"BERKELEY","EBMUD"
"1998",2046,"2011-08-12",2011,10,"MOSSWOOD RD","PANORAMIC WAY",1911,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.248771524512,37.8695686626733,"BERKELEY","EBMUD"
"1999",2047,"2012-01-21",2012,1338,"NEILSON ST",NA,1939,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.289732481014,37.8799835271113,"BERKELEY","EBMUD"
"2000",2048,"2014-12-30",2014,15,"NORTHAMPTON AVE","SANTA BARBARA RD",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.272617275927,37.8993094871212,"BERKELEY","EBMUD"
"2001",2049,"2013-12-16",2013,80,"NORTHAMPTON AVE","SPRUCE ST",1927,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.271407817917,37.900338423606,"BERKELEY","EBMUD"
"2002",2050,"2013-10-09",2013,1344,"NORTHSIDE AVE","PERALTA AVE",1939,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.289437360521,37.8795292870099,"BERKELEY","EBMUD"
"2003",2051,"2011-10-17",2011,2371,"OAK ST","LAUREL LN",1998,"NON METALLIC / PLASTIC","2","FULL CIRCUMFERENCE BREAK",-122.263981581844,37.8878941232302,"BERKELEY","EBMUD"
"2004",2052,"2013-12-06",2013,2371,"OAK ST","GLEN AVE",1998,"NON METALLIC / PLASTIC","2","FULL CIRCUMFERENCE BREAK",-122.263981581844,37.8878941232302,"BERKELEY","EBMUD"
"2005",2053,"2011-05-05",2011,1535,"OREGON ST","CALIFORNIA ST",1940,"CAST IRON","4","LONGITUDINAL SPLIT",-122.278289818163,37.8562759002422,"BERKELEY","EBMUD"
"2006",2054,"2012-02-18",2012,2211,"OREGON ST","FULTON ST",1940,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.263361483068,37.8581505022189,"BERKELEY","EBMUD"
"2007",2055,"2014-01-09",2014,2221,"OREGON ST","FULTON ST",1940,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.263026466429,37.8581939575048,"BERKELEY","EBMUD"
"2008",2056,"2014-11-14",2014,2943,"OTIS ST","ASHBY AVE",1960,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.269933228464,37.8547972953266,"BERKELEY","EBMUD"
"2009",2057,"2011-04-18",2011,836,"OXFORD ST","MARIN AVE",1956,"STEEL","8","JOINT FAILURE",-122.270524563713,37.8920866959262,"BERKELEY","EBMUD"
"2010",2058,"2014-02-27",2014,900,"OXFORD ST","MARIN AVE",1956,"STEEL","8","JOINT FAILURE",-122.270080194469,37.8914753340535,"BERKELEY","EBMUD"
"2011",2059,"2011-09-20",2011,1793,"OXFORD ST","HEARST AVE",1926,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.266346656311,37.8751385769829,"BERKELEY","EBMUD"
"2012",2060,"2013-08-07",2013,5,"PANORAMIC WAY","ORCHARD LN",1924,"CAST IRON","4","JOINT FAILURE",-122.249584484452,37.868924873717,"BERKELEY","EBMUD"
"2013",2061,"2011-01-27",2011,74,"PANORAMIC WAY","ORCHARD LN",1924,"CAST IRON","4","JOINT FAILURE",-122.248764321388,37.8688216526425,"BERKELEY","EBMUD"
"2014",2062,"2012-10-18",2012,74,"PANORAMIC WAY","ORCHARD LN",1924,"CAST IRON","4","JOINT FAILURE",-122.248764321388,37.8688216526425,"BERKELEY","EBMUD"
"2015",2063,"2014-09-16",2014,107,"PANORAMIC WAY","ORCHARD LN",1930,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.248620489796,37.869040774932,"BERKELEY","EBMUD"
"2016",2064,"2014-06-03",2014,122,"PANORAMIC WAY","ARDEN RD",1930,"CAST IRON","4","LARGE BLOWOUT HOLE > 1""",-122.247915749009,37.8683947294339,"BERKELEY","EBMUD"
"2017",2065,"2012-01-08",2012,125,"PANORAMIC WAY","ARDEN RD",1930,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.247869067011,37.8684723291251,"BERKELEY","EBMUD"
"2018",2066,"2014-12-12",2014,904,"PARDEE ST","7TH ST",1933,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.292044435704,37.8561806461482,"BERKELEY","EBMUD"
"2019",2067,"2014-12-23",2014,920,"PARDEE ST","7TH ST",1933,"CAST IRON","6","LONGITUDINAL SPLIT",-122.292316361548,37.8561078508672,"BERKELEY","EBMUD"
"2020",2068,"2014-05-16",2014,1,"PARK GATE NA","PARK HILLS RD",1938,"CAST IRON","6","LONGITUDINAL SPLIT",-122.251616182206,37.8915911442323,"BERKELEY","EBMUD"
"2021",2069,"2014-07-25",2014,1103,"PARK HILLS RD","MUIR WAY",1939,"CAST IRON","6","LONGITUDINAL SPLIT",-122.253752322236,37.8922241741022,"BERKELEY","EBMUD"
"2022",2070,"2012-08-06",2012,1104,"PARK HILLS RD","MUIR WAY",1939,"CAST IRON","6","LONGITUDINAL SPLIT",-122.253700116502,37.8920683845639,"BERKELEY","EBMUD"
"2023",2071,"2011-11-02",2011,1180,"PARK HILLS RD","GOLF COURSE RD",1959,"ASBESTOS CEMENT","6","FULL CIRCUMFERENCE BREAK",-122.249696100671,37.8915948663523,"BERKELEY","EBMUD"
"2024",2072,"2014-02-22",2014,1650,"PARKER ST","MCGEE AVE",1933,"ASBESTOS CEMENT","6","LONGITUDINAL SPLIT",-122.276227444118,37.8608638250592,"BERKELEY","EBMUD"
"2025",2073,"2011-04-08",2011,1921,"PARKER ST","MILVIA ST",1949,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.270699126928,37.8617818382123,"BERKELEY","EBMUD"
"2026",2074,"2014-11-06",2014,2111,"PARKER ST","SHATTUCK AVE",1949,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.267084362635,37.8621683241187,"BERKELEY","EBMUD"
"2027",2075,"2014-10-02",2014,2147,"PARKER ST","FULTON ST",1949,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.265083045978,37.8625113750993,"BERKELEY","EBMUD"
"2028",2076,"2014-10-03",2014,2200,"PARKER ST","FULTON ST",1949,"CAST IRON","6","LONGITUDINAL SPLIT",-122.26464038839,37.8623998774008,"BERKELEY","EBMUD"
"2029",2077,"2012-03-13",2012,2508,"PARKER ST","REGENT ST",1949,"CAST IRON","6","LONGITUDINAL SPLIT",-122.257140141603,37.8633054899311,"BERKELEY","EBMUD"
"2030",2078,"2010-11-05",2010,1219,"PERALTA AVE","FRANCIS ST",1949,"CAST IRON","6","LONGITUDINAL SPLIT",-122.287317760357,37.881739553357,"BERKELEY","EBMUD"
"2031",2079,"2013-10-05",2013,1235,"PERALTA AVE","GILMAN ST",1949,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.287497118882,37.8812726369851,"BERKELEY","EBMUD"
"2032",2080,"2014-12-03",2014,1420,"PERALTA AVE","HOPKINS ST",1950,"CAST IRON","4","LONGITUDINAL SPLIT",-122.288936735753,37.8781689780157,"BERKELEY","EBMUD"
"2033",2081,"2013-08-20",2013,57,"POPLAR ST","ROCK LN",1934,"CAST IRON","6","LONGITUDINAL SPLIT",-122.267260578403,37.8970769500771,"BERKELEY","EBMUD"
"2034",2082,"2014-06-27",2014,57,"POPLAR ST","ROCK LN",1937,"CAST IRON","8","LARGE BLOWOUT HOLE > 1""",-122.267260578403,37.8970769500771,"BERKELEY","EBMUD"
"2035",2083,"2011-01-05",2011,175,"POPLAR ST","HILLDALE",1940,"CAST IRON","4","LONGITUDINAL SPLIT",-122.265279747751,37.8980294602319,"BERKELEY","EBMUD"
"2036",2084,"2014-04-09",2014,45,"POPPY LN","PINNACLE PATH",1927,"CAST IRON","6","JOINT FAILURE",-122.261351228923,37.8934515718213,"BERKELEY","EBMUD"
"2037",2085,"2014-09-08",2014,55,"POPPY LN","PINNACLE PATH",1927,"CAST IRON","6","LONGITUDINAL SPLIT",-122.261241081522,37.8933378501739,"BERKELEY","EBMUD"
"2038",2086,"2013-02-14",2013,59,"POPPY LN","PINNACLE PATH",1927,"CAST IRON","6","LARGE BLOWOUT HOLE > 1""",-122.261129826658,37.8931774502718,"BERKELEY","EBMUD"
"2039",2087,"2013-02-14",2013,74,"POPPY LN","MILLER AVE",1927,"CAST IRON","6","LONGITUDINAL SPLIT",-122.261229220835,37.8928381194071,"BERKELEY","EBMUD"
"2040",2088,"2012-07-30",2012,800,"POTTER ST","5TH ST",1928,"CAST IRON","8","FULL CIRCUMFERENCE BREAK",-122.292525351714,37.851133002726,"BERKELEY","EBMUD"
"2041",2089,"2012-01-16",2012,1224,"QUEENS RD","SHASTA RD",1937,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.253592993965,37.8875351016628,"BERKELEY","EBMUD"
"2042",2090,"2013-10-16",2013,1293,"QUEENS RD","FAIRLAWN",1937,"CAST IRON","6","JOINT FAILURE",-122.253294878428,37.8859189459338,"BERKELEY","EBMUD"
"2043",2091,"2013-10-16",2013,1310,"QUEENS RD","QUAIL AVE",1937,"CAST IRON","6","FULL CIRCUMFERENCE BREAK",-122.253224539111,37.8855821399211,"BERKELEY","EBMUD"
"2044",2092,"2010-02-11",2010,931,"REGAL RD","EUCLID AVE",1961,"STEEL","12","JOINT FAILURE",-122.263564066134,37.8939514388456,"BERKELEY","EBMUD"
"2045",2093,"2010-05-18",2010,2612,"REGENT ST","PARKER ST",1949,"CAST IRON","4","FULL CIRCUMFERENCE BREAK",-122.257686443033,37.8628194266308,"BERKELEY","EBMUD"
